year,month,date_of_month,date,day_of_week,births
2010,6,6,6/6/10,Sun,7374
2010,6,7,6/7/10,Mon,11924
2010,6,8,6/8/10,Tues,12874
2010,6,9,6/9/10,Wed,12419
2010,6,10,6/10/10,Thurs,12824
2010,6,11,6/11/10,Fri,11965
2010,6,12,6/12/10,Sat,8011
2010,6,13,6/13/10,Sun,6963
2010,6,14,6/14/10,Mon,11929
2010,6,15,6/15/10,Tues,12805
2010,6,16,6/16/10,Wed,12654
2010,6,17,6/17/10,Thurs,12836
2010,6,18,6/18/10,Fri,12331
2010,6,19,6/19/10,Sat,8085
2010,6,20,6/20/10,Sun,7164
2010,6,21,6/21/10,Mon,11922
2010,6,22,6/22/10,Tues,12838
2010,6,23,6/23/10,Wed,12878
2010,6,24,6/24/10,Thurs,12671
2010,6,25,6/25/10,Fri,12552
2010,6,26,6/26/10,Sat,8294
2010,6,27,6/27/10,Sun,7234
2010,6,28,6/28/10,Mon,12157
2010,6,29,6/29/10,Tues,13042
2010,6,30,6/30/10,Wed,12767
2010,7,1,7/1/10,Thurs,13181
2010,7,2,7/2/10,Fri,12486
2010,7,3,7/3/10,Sat,7932
2010,7,4,7/4/10,Sun,7279
2010,7,5,7/5/10,Mon,8444
2010,7,6,7/6/10,Tues,12772
2010,7,7,7/7/10,Wed,13940
2010,7,8,7/8/10,Thurs,13421
2010,7,9,7/9/10,Fri,12843
2010,7,10,7/10/10,Sat,8485
2010,7,11,7/11/10,Sun,7382
2010,7,12,7/12/10,Mon,12408
2010,7,13,7/13/10,Tues,12697
2010,7,14,7/14/10,Wed,13031
2010,7,15,7/15/10,Thurs,13118
2010,7,16,7/16/10,Fri,12888
2010,7,17,7/17/10,Sat,8370
2010,7,18,7/18/10,Sun,7352
2010,7,19,7/19/10,Mon,11865
2010,7,20,7/20/10,Tues,13291
2010,7,21,7/21/10,Wed,13158
2010,7,22,7/22/10,Thurs,12939
2010,7,23,7/23/10,Fri,12542
2010,7,24,7/24/10,Sat,8396
2010,7,25,7/25/10,Sun,7392
2010,7,26,7/26/10,Mon,12262
2010,7,27,7/27/10,Tues,13264
2010,7,28,7/28/10,Wed,12877
2010,7,29,7/29/10,Thurs,12952
2010,7,30,7/30/10,Fri,12320
2010,7,31,7/31/10,Sat,8361
2010,8,1,8/1/10,Sun,7370
2010,8,2,8/2/10,Mon,12092
2010,8,3,8/3/10,Tues,13136
2010,8,4,8/4/10,Wed,12911
2010,8,5,8/5/10,Thurs,12929
2010,8,6,8/6/10,Fri,12556
2010,8,7,8/7/10,Sat,8516
2010,8,8,8/8/10,Sun,7361
2010,8,9,8/9/10,Mon,12923
2010,8,10,8/10/10,Tues,13514
2010,8,11,8/11/10,Wed,13084
2010,8,12,8/12/10,Thurs,13365
2010,8,13,8/13/10,Fri,12092
2010,8,14,8/14/10,Sat,8445
2010,8,15,8/15/10,Sun,7352
2010,8,16,8/16/10,Mon,12409
2010,8,17,8/17/10,Tues,13286
2010,8,18,8/18/10,Wed,13102
2010,8,19,8/19/10,Thurs,12964
2010,8,20,8/20/10,Fri,12910
2010,8,21,8/21/10,Sat,8404
2010,8,22,8/22/10,Sun,7461
2010,8,23,8/23/10,Mon,12195
2010,8,24,8/24/10,Tues,13226
2010,8,25,8/25/10,Wed,13328
2010,8,26,8/26/10,Thurs,13008
2010,8,27,8/27/10,Fri,12966
2010,8,28,8/28/10,Sat,8553
2010,8,29,8/29/10,Sun,7496
2010,8,30,8/30/10,Mon,12246
2010,8,31,8/31/10,Tues,13527
2010,9,1,9/1/10,Wed,13409
2010,9,2,9/2/10,Thurs,13420
2010,9,3,9/3/10,Fri,13047
2010,9,4,9/4/10,Sat,8414
2010,9,5,9/5/10,Sun,7586
2010,9,6,9/6/10,Mon,7815
2010,9,7,9/7/10,Tues,13033
2010,9,8,9/8/10,Wed,14239
2010,9,9,9/9/10,Thurs,14135
2010,9,10,9/10/10,Fri,13641
2010,9,11,9/11/10,Sat,8775
2010,9,12,9/12/10,Sun,7749
2010,9,13,9/13/10,Mon,12559
2010,9,14,9/14/10,Tues,13949
2010,9,15,9/15/10,Wed,13893
2010,9,16,9/16/10,Thurs,13964
2010,9,17,9/17/10,Fri,13605
2010,9,18,9/18/10,Sat,8979
2010,9,19,9/19/10,Sun,7899
2010,9,20,9/20/10,Mon,12992
2010,9,21,9/21/10,Tues,13919
2010,9,22,9/22/10,Wed,13640
2010,9,23,9/23/10,Thurs,13717
2010,9,24,9/24/10,Fri,13280
2010,9,25,9/25/10,Sat,8780
2010,9,26,9/26/10,Sun,7543
2010,9,27,9/27/10,Mon,12652
2010,9,28,9/28/10,Tues,13208
2010,9,29,9/29/10,Wed,13080
2010,9,30,9/30/10,Thurs,12965
2010,10,1,10/1/10,Fri,13141
2010,10,2,10/2/10,Sat,8412
2010,10,3,10/3/10,Sun,7380
2010,10,4,10/4/10,Mon,12326
2010,10,5,10/5/10,Tues,13146
2010,10,6,10/6/10,Wed,12691
2010,10,7,10/7/10,Thurs,12889
2010,10,8,10/8/10,Fri,12536
2010,10,9,10/9/10,Sat,8194
2010,10,10,10/10/10,Sun,8490
2010,10,11,10/11/10,Mon,12134
2010,10,12,10/12/10,Tues,12913
2010,10,13,10/13/10,Wed,12358
2010,10,14,10/14/10,Thurs,12668
2010,10,15,10/15/10,Fri,12507
2010,10,16,10/16/10,Sat,8081
2010,10,17,10/17/10,Sun,7181
2010,10,18,10/18/10,Mon,11888
2010,10,19,10/19/10,Tues,12693
2010,10,20,10/20/10,Wed,12838
2010,10,21,10/21/10,Thurs,12747
2010,10,22,10/22/10,Fri,12235
2010,10,23,10/23/10,Sat,8033
2010,10,24,10/24/10,Sun,7242
2010,10,25,10/25/10,Mon,12190
2010,10,26,10/26/10,Tues,13176
2010,10,27,10/27/10,Wed,12700
2010,10,28,10/28/10,Thurs,12408
2010,10,29,10/29/10,Fri,11679
2010,10,30,10/30/10,Sat,7996
2010,10,31,10/31/10,Sun,6895
2010,11,1,11/1/10,Mon,12044
2010,11,2,11/2/10,Tues,13035
2010,11,3,11/3/10,Wed,12608
2010,11,4,11/4/10,Thurs,12821
2010,11,5,11/5/10,Fri,12495
2010,11,6,11/6/10,Sat,8126
2010,11,7,11/7/10,Sun,7251
2010,11,8,11/8/10,Mon,12023
2010,11,9,11/9/10,Tues,12889
2010,11,10,11/10/10,Wed,12671
2010,11,11,11/11/10,Thurs,12773
2010,11,12,11/12/10,Fri,12090
2010,11,13,11/13/10,Sat,8115
2010,11,14,11/14/10,Sun,7120
2010,11,15,11/15/10,Mon,12163
2010,11,16,11/16/10,Tues,13205
2010,11,17,11/17/10,Wed,12710
2010,11,18,11/18/10,Thurs,13025
2010,11,19,11/19/10,Fri,12634
2010,11,20,11/20/10,Sat,8511
2010,11,21,11/21/10,Sun,7285
2010,11,22,11/22/10,Mon,13195
2010,11,23,11/23/10,Tues,13762
2010,11,24,11/24/10,Wed,11964
2010,11,25,11/25/10,Thurs,7162
2010,11,26,11/26/10,Fri,8689
2010,11,27,11/27/10,Sat,7526
2010,11,28,11/28/10,Sun,7217
2010,11,29,11/29/10,Mon,12430
2010,11,30,11/30/10,Tues,13445
2010,12,1,12/1/10,Wed,13107
2010,12,2,12/2/10,Thurs,12982
2010,12,3,12/3/10,Fri,12288
2010,12,4,12/4/10,Sat,7881
2010,12,5,12/5/10,Sun,7122
2010,12,6,12/6/10,Mon,11749
2010,12,7,12/7/10,Tues,12833
2010,12,8,12/8/10,Wed,12462
2010,12,9,12/9/10,Thurs,12364
2010,12,10,12/10/10,Fri,12351
2010,12,11,12/11/10,Sat,8142
2010,12,12,12/12/10,Sun,7134
2010,12,13,12/13/10,Mon,11721
2010,12,14,12/14/10,Tues,12981
2010,12,15,12/15/10,Wed,12962
2010,12,16,12/16/10,Thurs,12975
2010,12,17,12/17/10,Fri,12829
2010,12,18,12/18/10,Sat,8470
2010,12,19,12/19/10,Sun,7257
2010,12,20,12/20/10,Mon,13280
2010,12,21,12/21/10,Tues,14255
2010,12,22,12/22/10,Wed,13029
2010,12,23,12/23/10,Thurs,11237
2010,12,24,12/24/10,Fri,7532
2010,12,25,12/25/10,Sat,6159
2010,12,26,12/26/10,Sun,6796
2010,12,27,12/27/10,Mon,12231
2010,12,28,12/28/10,Tues,13654
2010,12,29,12/29/10,Wed,13441
2010,12,30,12/30/10,Thurs,13272
2010,12,31,12/31/10,Fri,9751
2011,1,1,1/1/11,Sat,7254
2011,1,2,1/2/11,Sun,6540
2011,1,3,1/3/11,Mon,11143
2011,1,4,1/4/11,Tues,12599
2011,1,5,1/5/11,Wed,11933
2011,1,6,1/6/11,Thurs,12143
2011,1,7,1/7/11,Fri,12044
2011,1,8,1/8/11,Sat,7840
2011,1,9,1/9/11,Sun,6933
2011,1,10,1/10/11,Mon,11093
2011,1,11,1/11/11,Tues,13222
2011,1,12,1/12/11,Wed,11950
2011,1,13,1/13/11,Thurs,11813
2011,1,14,1/14/11,Fri,12114
2011,1,15,1/15/11,Sat,7810
2011,1,16,1/16/11,Sun,7046
2011,1,17,1/17/11,Mon,10969
2011,1,18,1/18/11,Tues,12298
2011,1,19,1/19/11,Wed,12271
2011,1,20,1/20/11,Thurs,12382
2011,1,21,1/21/11,Fri,12035
2011,1,22,1/22/11,Sat,7895
2011,1,23,1/23/11,Sun,7005
2011,1,24,1/24/11,Mon,11616
2011,1,25,1/25/11,Tues,12692
2011,1,26,1/26/11,Wed,12174
2011,1,27,1/27/11,Thurs,12026
2011,1,28,1/28/11,Fri,11814
2011,1,29,1/29/11,Sat,7808
2011,1,30,1/30/11,Sun,6888
2011,1,31,1/31/11,Mon,11495
2011,2,1,2/1/11,Tues,12498
2011,2,2,2/2/11,Wed,11954
2011,2,3,2/3/11,Thurs,11917
2011,2,4,2/4/11,Fri,11962
2011,2,5,2/5/11,Sat,8070
2011,2,6,2/6/11,Sun,7109
2011,2,7,2/7/11,Mon,11873
2011,2,8,2/8/11,Tues,12764
2011,2,9,2/9/11,Wed,11880
2011,2,10,2/10/11,Thurs,12078
2011,2,11,2/11/11,Fri,12029
2011,2,12,2/12/11,Sat,8086
2011,2,13,2/13/11,Sun,6853
2011,2,14,2/14/11,Mon,12111
2011,2,15,2/15/11,Tues,12863
2011,2,16,2/16/11,Wed,12396
2011,2,17,2/17/11,Thurs,12399
2011,2,18,2/18/11,Fri,12328
2011,2,19,2/19/11,Sat,7969
2011,2,20,2/20/11,Sun,7056
2011,2,21,2/21/11,Mon,10757
2011,2,22,2/22/11,Tues,12601
2011,2,23,2/23/11,Wed,12232
2011,2,24,2/24/11,Thurs,12129
2011,2,25,2/25/11,Fri,11945
2011,2,26,2/26/11,Sat,7919
2011,2,27,2/27/11,Sun,6989
2011,2,28,2/28/11,Mon,11160
2011,3,1,3/1/11,Tues,12530
2011,3,2,3/2/11,Wed,12149
2011,3,3,3/3/11,Thurs,12172
2011,3,4,3/4/11,Fri,11842
2011,3,5,3/5/11,Sat,7825
2011,3,6,3/6/11,Sun,6950
2011,3,7,3/7/11,Mon,11490
2011,3,8,3/8/11,Tues,12254
2011,3,9,3/9/11,Wed,12119
2011,3,10,3/10/11,Thurs,11921
2011,3,11,3/11/11,Fri,11989
2011,3,12,3/12/11,Sat,7897
2011,3,13,3/13/11,Sun,6557
2011,3,14,3/14/11,Mon,11275
2011,3,15,3/15/11,Tues,12191
2011,3,16,3/16/11,Wed,11880
2011,3,17,3/17/11,Thurs,12192
2011,3,18,3/18/11,Fri,11682
2011,3,19,3/19/11,Sat,7786
2011,3,20,3/20/11,Sun,7024
2011,3,21,3/21/11,Mon,11794
2011,3,22,3/22/11,Tues,12462
2011,3,23,3/23/11,Wed,12050
2011,3,24,3/24/11,Thurs,12062
2011,3,25,3/25/11,Fri,11854
2011,3,26,3/26/11,Sat,7658
2011,3,27,3/27/11,Sun,6871
2011,3,28,3/28/11,Mon,11489
2011,3,29,3/29/11,Tues,12279
2011,3,30,3/30/11,Wed,12022
2011,3,31,3/31/11,Thurs,12173
2011,4,1,4/1/11,Fri,11264
2011,4,2,4/2/11,Sat,8102
2011,4,3,4/3/11,Sun,7028
2011,4,4,4/4/11,Mon,11772
2011,4,5,4/5/11,Tues,12387
2011,4,6,4/6/11,Wed,11858
2011,4,7,4/7/11,Thurs,12330
2011,4,8,4/8/11,Fri,11904
2011,4,9,4/9/11,Sat,7840
2011,4,10,4/10/11,Sun,6861
2011,4,11,4/11/11,Mon,11711
2011,4,12,4/12/11,Tues,12320
2011,4,13,4/13/11,Wed,11671
2011,4,14,4/14/11,Thurs,12349
2011,4,15,4/15/11,Fri,11964
2011,4,16,4/16/11,Sat,7683
2011,4,17,4/17/11,Sun,6939
2011,4,18,4/18/11,Mon,11681
2011,4,19,4/19/11,Tues,12564
2011,4,20,4/20/11,Wed,12216
2011,4,21,4/21/11,Thurs,12276
2011,4,22,4/22/11,Fri,11113
2011,4,23,4/23/11,Sat,7524
2011,4,24,4/24/11,Sun,6570
2011,4,25,4/25/11,Mon,11427
2011,4,26,4/26/11,Tues,12563
2011,4,27,4/27/11,Wed,12007
2011,4,28,4/28/11,Thurs,12180
2011,4,29,4/29/11,Fri,11456
2011,4,30,4/30/11,Sat,7665
2011,5,1,5/1/11,Sun,6926
2011,5,2,5/2/11,Mon,11595
2011,5,3,5/3/11,Tues,12299
2011,5,4,5/4/11,Wed,11984
2011,5,5,5/5/11,Thurs,12055
2011,5,6,5/6/11,Fri,11824
2011,5,7,5/7/11,Sat,7919
2011,5,8,5/8/11,Sun,6972
2011,5,9,5/9/11,Mon,11511
2011,5,10,5/10/11,Tues,12578
2011,5,11,5/11/11,Wed,12464
2011,5,12,5/12/11,Thurs,12203
2011,5,13,5/13/11,Fri,11125
2011,5,14,5/14/11,Sat,7854
2011,5,15,5/15/11,Sun,7061
2011,5,16,5/16/11,Mon,11899
2011,5,17,5/17/11,Tues,12819
2011,5,18,5/18/11,Wed,12387
2011,5,19,5/19/11,Thurs,12222
2011,5,20,5/20/11,Fri,12011
2011,5,21,5/21/11,Sat,7934
2011,5,22,5/22/11,Sun,7257
2011,5,23,5/23/11,Mon,11896
2011,5,24,5/24/11,Tues,12851
2011,5,25,5/25/11,Wed,12715
2011,5,26,5/26/11,Thurs,12822
2011,5,27,5/27/11,Fri,12379
2011,5,28,5/28/11,Sat,8276
2011,5,29,5/29/11,Sun,7145
2011,5,30,5/30/11,Mon,7492
2011,5,31,5/31/11,Tues,12192
2011,6,1,6/1/11,Wed,13446
2011,6,2,6/2/11,Thurs,13258
2011,6,3,6/3/11,Fri,12680
2011,6,4,6/4/11,Sat,8398
2011,6,5,6/5/11,Sun,7261
2011,6,6,6/6/11,Mon,11934
2011,6,7,6/7/11,Tues,12629
2011,6,8,6/8/11,Wed,12660
2011,6,9,6/9/11,Thurs,12471
2011,6,10,6/10/11,Fri,12279
2011,6,11,6/11/11,Sat,8091
2011,6,12,6/12/11,Sun,7314
2011,6,13,6/13/11,Mon,11744
2011,6,14,6/14/11,Tues,12841
2011,6,15,6/15/11,Wed,12681
2011,6,16,6/16/11,Thurs,12990
2011,6,17,6/17/11,Fri,12463
2011,6,18,6/18/11,Sat,8498
2011,6,19,6/19/11,Sun,7344
2011,6,20,6/20/11,Mon,12045
2011,6,21,6/21/11,Tues,13143
2011,6,22,6/22/11,Wed,13017
2011,6,23,6/23/11,Thurs,12681
2011,6,24,6/24/11,Fri,12504
2011,6,25,6/25/11,Sat,8351
2011,6,26,6/26/11,Sun,7140
2011,6,27,6/27/11,Mon,12344
2011,6,28,6/28/11,Tues,13234
2011,6,29,6/29/11,Wed,13002
2011,6,30,6/30/11,Thurs,13194
2011,7,1,7/1/11,Fri,13392
2011,7,2,7/2/11,Sat,8510
2011,7,3,7/3/11,Sun,7489
2011,7,4,7/4/11,Mon,7541
2011,7,5,7/5/11,Tues,12751
2011,7,6,7/6/11,Wed,13950
2011,7,7,7/7/11,Thurs,14200
2011,7,8,7/8/11,Fri,13363
2011,7,9,7/9/11,Sat,8845
2011,7,10,7/10/11,Sun,7635
2011,7,11,7/11/11,Mon,12617
2011,7,12,7/12/11,Tues,13392
2011,7,13,7/13/11,Wed,12900
2011,7,14,7/14/11,Thurs,13278
2011,7,15,7/15/11,Fri,13097
2011,7,16,7/16/11,Sat,8534
2011,7,17,7/17/11,Sun,7637
2011,7,18,7/18/11,Mon,12414
2011,7,19,7/19/11,Tues,13156
2011,7,20,7/20/11,Wed,13219
2011,7,21,7/21/11,Thurs,13262
2011,7,22,7/22/11,Fri,12777
2011,7,23,7/23/11,Sat,8671
2011,7,24,7/24/11,Sun,7351
2011,7,25,7/25/11,Mon,12126
2011,7,26,7/26/11,Tues,13270
2011,7,27,7/27/11,Wed,13023
2011,7,28,7/28/11,Thurs,13152
2011,7,29,7/29/11,Fri,12501
2011,7,30,7/30/11,Sat,8338
2011,7,31,7/31/11,Sun,7450
2011,8,1,8/1/11,Mon,12546
2011,8,2,8/2/11,Tues,13491
2011,8,3,8/3/11,Wed,13164
2011,8,4,8/4/11,Thurs,13031
2011,8,5,8/5/11,Fri,12848
2011,8,6,8/6/11,Sat,8567
2011,8,7,8/7/11,Sun,7605
2011,8,8,8/8/11,Mon,12505
2011,8,9,8/9/11,Tues,13360
2011,8,10,8/10/11,Wed,13160
2011,8,11,8/11/11,Thurs,13092
2011,8,12,8/12/11,Fri,12978
2011,8,13,8/13/11,Sat,8448
2011,8,14,8/14/11,Sun,7470
2011,8,15,8/15/11,Mon,12756
2011,8,16,8/16/11,Tues,13576
2011,8,17,8/17/11,Wed,13267
2011,8,18,8/18/11,Thurs,13150
2011,8,19,8/19/11,Fri,12900
2011,8,20,8/20/11,Sat,8572
2011,8,21,8/21/11,Sun,7493
2011,8,22,8/22/11,Mon,12286
2011,8,23,8/23/11,Tues,13422
2011,8,24,8/24/11,Wed,12986
2011,8,25,8/25/11,Thurs,13046
2011,8,26,8/26/11,Fri,12910
2011,8,27,8/27/11,Sat,8700
2011,8,28,8/28/11,Sun,7633
2011,8,29,8/29/11,Mon,12281
2011,8,30,8/30/11,Tues,13561
2011,8,31,8/31/11,Wed,13390
2011,9,1,9/1/11,Thurs,13723
2011,9,2,9/2/11,Fri,13224
2011,9,3,9/3/11,Sat,8588
2011,9,4,9/4/11,Sun,7399
2011,9,5,9/5/11,Mon,7770
2011,9,6,9/6/11,Tues,12892
2011,9,7,9/7/11,Wed,14234
2011,9,8,9/8/11,Thurs,13544
2011,9,9,9/9/11,Fri,13537
2011,9,10,9/10/11,Sat,9115
2011,9,11,9/11/11,Sun,7501
2011,9,12,9/12/11,Mon,12770
2011,9,13,9/13/11,Tues,13205
2011,9,14,9/14/11,Wed,13590
2011,9,15,9/15/11,Thurs,13583
2011,9,16,9/16/11,Fri,13322
2011,9,17,9/17/11,Sat,8792
2011,9,18,9/18/11,Sun,7724
2011,9,19,9/19/11,Mon,12818
2011,9,20,9/20/11,Tues,13648
2011,9,21,9/21/11,Wed,13138
2011,9,22,9/22/11,Thurs,13157
2011,9,23,9/23/11,Fri,13062
2011,9,24,9/24/11,Sat,8496
2011,9,25,9/25/11,Sun,7609
2011,9,26,9/26/11,Mon,12719
2011,9,27,9/27/11,Tues,13455
2011,9,28,9/28/11,Wed,12815
2011,9,29,9/29/11,Thurs,12813
2011,9,30,9/30/11,Fri,12419
2011,10,1,10/1/11,Sat,8506
2011,10,2,10/2/11,Sun,7419
2011,10,3,10/3/11,Mon,12310
2011,10,4,10/4/11,Tues,12924
2011,10,5,10/5/11,Wed,12748
2011,10,6,10/6/11,Thurs,12744
2011,10,7,10/7/11,Fri,12195
2011,10,8,10/8/11,Sat,8206
2011,10,9,10/9/11,Sun,7160
2011,10,10,10/10/11,Mon,11839
2011,10,11,10/11/11,Tues,12865
2011,10,12,10/12/11,Wed,12581
2011,10,13,10/13/11,Thurs,12201
2011,10,14,10/14/11,Fri,12065
2011,10,15,10/15/11,Sat,8043
2011,10,16,10/16/11,Sun,7145
2011,10,17,10/17/11,Mon,11803
2011,10,18,10/18/11,Tues,12819
2011,10,19,10/19/11,Wed,12605
2011,10,20,10/20/11,Thurs,12536
2011,10,21,10/21/11,Fri,11936
2011,10,22,10/22/11,Sat,7899
2011,10,23,10/23/11,Sun,7104
2011,10,24,10/24/11,Mon,11773
2011,10,25,10/25/11,Tues,12672
2011,10,26,10/26/11,Wed,12085
2011,10,27,10/27/11,Thurs,12390
2011,10,28,10/28/11,Fri,12049
2011,10,29,10/29/11,Sat,7812
2011,10,30,10/30/11,Sun,6870
2011,10,31,10/31/11,Mon,9828
2011,11,1,11/1/11,Tues,13632
2011,11,2,11/2/11,Wed,12657
2011,11,3,11/3/11,Thurs,12310
2011,11,4,11/4/11,Fri,11965
2011,11,5,11/5/11,Sat,8045
2011,11,6,11/6/11,Sun,7236
2011,11,7,11/7/11,Mon,11574
2011,11,8,11/8/11,Tues,12300
2011,11,9,11/9/11,Wed,11990
2011,11,10,11/10/11,Thurs,11978
2011,11,11,11/11/11,Fri,14392
2011,11,12,11/12/11,Sat,8087
2011,11,13,11/13/11,Sun,6877
2011,11,14,11/14/11,Mon,11590
2011,11,15,11/15/11,Tues,12676
2011,11,16,11/16/11,Wed,12433
2011,11,17,11/17/11,Thurs,12461
2011,11,18,11/18/11,Fri,12424
2011,11,19,11/19/11,Sat,8042
2011,11,20,11/20/11,Sun,7218
2011,11,21,11/21/11,Mon,12929
2011,11,22,11/22/11,Tues,13415
2011,11,23,11/23/11,Wed,11775
2011,11,24,11/24/11,Thurs,6894
2011,11,25,11/25/11,Fri,8618
2011,11,26,11/26/11,Sat,7512
2011,11,27,11/27/11,Sun,6879
2011,11,28,11/28/11,Mon,12410
2011,11,29,11/29/11,Tues,13204
2011,11,30,11/30/11,Wed,12584
2011,12,1,12/1/11,Thurs,12716
2011,12,2,12/2/11,Fri,11853
2011,12,3,12/3/11,Sat,7895
2011,12,4,12/4/11,Sun,6957
2011,12,5,12/5/11,Mon,11622
2011,12,6,12/6/11,Tues,12477
2011,12,7,12/7/11,Wed,12119
2011,12,8,12/8/11,Thurs,12024
2011,12,9,12/9/11,Fri,11565
2011,12,10,12/10/11,Sat,7658
2011,12,11,12/11/11,Sun,6832
2011,12,12,12/12/11,Mon,12087
2011,12,13,12/13/11,Tues,12592
2011,12,14,12/14/11,Wed,12632
2011,12,15,12/15/11,Thurs,12506
2011,12,16,12/16/11,Fri,12211
2011,12,17,12/17/11,Sat,7941
2011,12,18,12/18/11,Sun,6876
2011,12,19,12/19/11,Mon,12708
2011,12,20,12/20/11,Tues,13640
2011,12,21,12/21/11,Wed,13227
2011,12,22,12/22/11,Thurs,12215
2011,12,23,12/23/11,Fri,10017
2011,12,24,12/24/11,Sat,6688
2011,12,25,12/25/11,Sun,5728
2011,12,26,12/26/11,Mon,8039
2011,12,27,12/27/11,Tues,12475
2011,12,28,12/28/11,Wed,13478
2011,12,29,12/29/11,Thurs,12985
2011,12,30,12/30/11,Fri,12434
2011,12,31,12/31/11,Sat,8035
2012,1,1,1/1/12,Sun,6629
2012,1,2,1/2/12,Mon,7821
2012,1,3,1/3/12,Tues,11324
2012,1,4,1/4/12,Wed,12075
2012,1,5,1/5/12,Thurs,12171
2012,1,6,1/6/12,Fri,11920
2012,1,7,1/7/12,Sat,7783
2012,1,8,1/8/12,Sun,6887
2012,1,9,1/9/12,Mon,11248
2012,1,10,1/10/12,Tues,11939
2012,1,11,1/11/12,Wed,11860
2012,1,12,1/12/12,Thurs,12391
2012,1,13,1/13/12,Fri,11380
2012,1,14,1/14/12,Sat,7901
2012,1,15,1/15/12,Sun,6899
2012,1,16,1/16/12,Mon,10707
2012,1,17,1/17/12,Tues,12175
2012,1,18,1/18/12,Wed,11981
2012,1,19,1/19/12,Thurs,11997
2012,1,20,1/20/12,Fri,11914
2012,1,21,1/21/12,Sat,7948
2012,1,22,1/22/12,Sun,6816
2012,1,23,1/23/12,Mon,11464
2012,1,24,1/24/12,Tues,12356
2012,1,25,1/25/12,Wed,11692
2012,1,26,1/26/12,Thurs,12003
2012,1,27,1/27/12,Fri,11648
2012,1,28,1/28/12,Sat,7827
2012,1,29,1/29/12,Sun,6733
2012,1,30,1/30/12,Mon,11253
2012,1,31,1/31/12,Tues,11919
2012,2,1,2/1/12,Wed,11916
2012,2,2,2/2/12,Thurs,12135
2012,2,3,2/3/12,Fri,11826
2012,2,4,2/4/12,Sat,7833
2012,2,5,2/5/12,Sun,6733
2012,2,6,2/6/12,Mon,11229
2012,2,7,2/7/12,Tues,12310
2012,2,8,2/8/12,Wed,11946
2012,2,9,2/9/12,Thurs,11862
2012,2,10,2/10/12,Fri,11981
2012,2,11,2/11/12,Sat,7895
2012,2,12,2/12/12,Sun,7012
2012,2,13,2/13/12,Mon,11023
2012,2,14,2/14/12,Tues,12708
2012,2,15,2/15/12,Wed,12250
2012,2,16,2/16/12,Thurs,12376
2012,2,17,2/17/12,Fri,11985
2012,2,18,2/18/12,Sat,7818
2012,2,19,2/19/12,Sun,6905
2012,2,20,2/20/12,Mon,10837
2012,2,21,2/21/12,Tues,12125
2012,2,22,2/22/12,Wed,12436
2012,2,23,2/23/12,Thurs,12045
2012,2,24,2/24/12,Fri,11802
2012,2,25,2/25/12,Sat,7842
2012,2,26,2/26/12,Sun,6707
2012,2,27,2/27/12,Mon,11475
2012,2,28,2/28/12,Tues,12208
2012,2,29,2/29/12,Wed,11042
2012,3,1,3/1/12,Thurs,12519
2012,3,2,3/2/12,Fri,11789
2012,3,3,3/3/12,Sat,8010
2012,3,4,3/4/12,Sun,7021
2012,3,5,3/5/12,Mon,11391
2012,3,6,3/6/12,Tues,12076
2012,3,7,3/7/12,Wed,11972
2012,3,8,3/8/12,Thurs,11985
2012,3,9,3/9/12,Fri,11817
2012,3,10,3/10/12,Sat,7691
2012,3,11,3/11/12,Sun,6497
2012,3,12,3/12/12,Mon,11571
2012,3,13,3/13/12,Tues,11779
2012,3,14,3/14/12,Wed,11797
2012,3,15,3/15/12,Thurs,11783
2012,3,16,3/16/12,Fri,11608
2012,3,17,3/17/12,Sat,8066
2012,3,18,3/18/12,Sun,6918
2012,3,19,3/19/12,Mon,11578
2012,3,20,3/20/12,Tues,12338
2012,3,21,3/21/12,Wed,12056
2012,3,22,3/22/12,Thurs,11925
2012,3,23,3/23/12,Fri,11816
2012,3,24,3/24/12,Sat,7893
2012,3,25,3/25/12,Sun,6915
2012,3,26,3/26/12,Mon,11474
2012,3,27,3/27/12,Tues,12245
2012,3,28,3/28/12,Wed,12035
2012,3,29,3/29/12,Thurs,11864
2012,3,30,3/30/12,Fri,11834
2012,3,31,3/31/12,Sat,7860
2012,4,1,4/1/12,Sun,6909
2012,4,2,4/2/12,Mon,11647
2012,4,3,4/3/12,Tues,12273
2012,4,4,4/4/12,Wed,12307
2012,4,5,4/5/12,Thurs,11986
2012,4,6,4/6/12,Fri,10955
2012,4,7,4/7/12,Sat,7384
2012,4,8,4/8/12,Sun,6545
2012,4,9,4/9/12,Mon,11237
2012,4,10,4/10/12,Tues,12179
2012,4,11,4/11/12,Wed,11635
2012,4,12,4/12/12,Thurs,12050
2012,4,13,4/13/12,Fri,10910
2012,4,14,4/14/12,Sat,7699
2012,4,15,4/15/12,Sun,6951
2012,4,16,4/16/12,Mon,11536
2012,4,17,4/17/12,Tues,12240
2012,4,18,4/18/12,Wed,11850
2012,4,19,4/19/12,Thurs,11583
2012,4,20,4/20/12,Fri,11608
2012,4,21,4/21/12,Sat,7757
2012,4,22,4/22/12,Sun,6843
2012,4,23,4/23/12,Mon,11297
2012,4,24,4/24/12,Tues,12191
2012,4,25,4/25/12,Wed,11765
2012,4,26,4/26/12,Thurs,11871
2012,4,27,4/27/12,Fri,11226
2012,4,28,4/28/12,Sat,7590
2012,4,29,4/29/12,Sun,6713
